STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),lcstruct,Labour costs structure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),DK,Denmark,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),DK,Denmark,2021,,102.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),DK,Denmark,2022,,105.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),DK,Denmark,2023,,108.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),DK,Denmark,2024,,111.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2008,,59.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2009,,57.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2010,,56.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2011,,59.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2012,,63.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2013,,68.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2014,,73.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2015,,76.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2016,,80.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2017,,86.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2018,,91.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2019,,98.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2021,,106.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2022,,116.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2023,,128.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EE,Estonia,2024,,137.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2008,,113.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2009,,120.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2010,,121.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2011,,115.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2012,,109.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2013,,95.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2014,,94.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2015,,92.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2016,,91.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2017,,92.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2018,,94.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2019,,97.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2021,,101.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2022,,110.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2023,,118.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EL,Greece,2024,,127.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2008,,83.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2009,,87.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2010,,87.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2011,,90.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2012,,91.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2013,,91.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2014,,91.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2015,,92.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2016,,92.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2017,,93.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2018,,95.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2019,,97.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2021,,100.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2022,,103.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2023,,109.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),ES,Spain,2024,,114.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2008,,75.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2009,,78.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2010,,79.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2011,,81.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2012,,83.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2013,,84.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2014,,86.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2015,,87.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2016,,89.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2017,,91.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2018,,94.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2019,,97.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2021,,101.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2022,,106.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2023,,112.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),EU27_2020,European Union - 27 countries (from 2020),2024,,117.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2008,,79.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2009,,83.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2010,,84.6,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2011,,86.6,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2012,,90.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2013,,92.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2014,,93.4,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2015,,94.5,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2016,,94.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2017,,95.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2018,,97.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2019,,98.6,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2020,,100.0,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2021,,102.8,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2022,,105.3,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",B-N,Business economy,D11,Wages and salaries (total),FI,Finland,2023,,108.7,,p,provisional,,
